model,year,price,mileage,mpg,engineSize,Automatic,Manual,Semi-Auto,Diesel,Electric,Hybrid,Other,Petrol
 Grand C-MAX,2015,9499,29950,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,11490,42075,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2015,8995,38058,60.1,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2018,12298,43496,47.1,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,9793,26035,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2014,8498,35013,60.1,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,12498,25243,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2015,8540,44142,60.1,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9491,37799,58.9,1.5,0,0,1,1,0,0,0,0
 Grand C-MAX,2017,14498,7219,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,12444,17242,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2013,6998,37522,60.1,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2018,17900,180,51.4,1.5,0,0,1,1,0,0,0,0
 Grand C-MAX,2017,8691,58111,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10100,15777,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,11500,29881,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,10995,14789,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10000,11969,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,13500,11286,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,12800,10092,47.9,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,14000,5113,47.9,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,14500,4040,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,10500,17121,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,11000,12538,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,10750,37124,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,11000,45435,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,11400,22648,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,9990,27800,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10495,24335,58.9,1.5,0,0,1,1,0,0,0,0
 Grand C-MAX,2017,11990,10594,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,11160,30665,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,13647,10652,47.1,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,10979,36730,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,9820,36489,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,11690,13325,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2015,9795,51250,48.7,2.0,0,0,1,1,0,0,0,0
 Grand C-MAX,2017,11180,30519,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,11995,19000,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,11179,37306,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2019,14199,6375,47.9,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,14499,3937,47.1,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,13799,11708,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,11899,47178,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2019,12899,18065,47.9,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,10600,31125,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2018,16699,2542,47.1,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,11795,21965,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,15970,1587,51.4,1.5,0,0,1,1,0,0,0,0
 Grand C-MAX,2016,10800,33212,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2019,14590,5417,56.5,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10290,19373,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10499,12884,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,11250,19548,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10799,18887,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,9220,31671,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2018,13800,13768,47.1,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,11495,22500,58.9,1.5,0,0,1,1,0,0,0,0
 Grand C-MAX,2017,10499,10295,58.9,1.5,0,0,1,1,0,0,0,0
 Grand C-MAX,2017,11499,12172,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2015,8879,33746,60.1,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,12650,28263,56.5,2.0,0,0,1,1,0,0,0,0
 Grand C-MAX,2017,11290,15934,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,13950,4354,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,12595,26000,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,10400,33163,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,12000,16509,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,10199,26297,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9799,37020,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9126,38670,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,11499,19135,56.5,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,9999,36511,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9999,27169,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10249,24087,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,10099,17621,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2011,6499,48718,40.9,1.6,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,9268,42619,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9999,29843,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9999,28772,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9999,31860,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2013,6826,60037,48.7,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,10499,17893,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,13499,19525,56.5,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2011,5490,64000,40.9,1.6,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,15999,1298,51.4,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2013,8470,47421,48.7,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,9834,32151,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9709,45690,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2018,13999,9377,51.4,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,10799,13967,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,10249,24449,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,10799,12249,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10699,39296,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2018,11999,21384,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,11699,24904,56.5,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2017,13299,31976,61.4,2.0,0,1,0,1,0,0,0,0
 Grand C-MAX,2018,12999,18961,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2017,12000,28346,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2013,6799,58873,60.1,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9799,28407,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,9800,22824,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10500,13642,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2017,10900,41000,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,14489,7953,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2015,9000,54764,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2011,5000,92785,40.9,1.6,0,1,0,0,0,0,0,1
 Grand C-MAX,2014,7650,36441,60.1,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2011,3399,142963,53.3,2.0,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,7994,53296,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,8689,32501,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2012,6650,58745,40.9,1.6,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,10290,24088,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,11999,8656,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2017,10999,18415,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2014,9195,43391,48.7,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2018,13999,12135,47.1,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,10750,25929,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2015,9499,58199,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,8450,62833,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,12500,15077,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,14495,8619,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,11495,6679,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,11799,23792,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2012,5990,71848,40.9,1.6,0,1,0,0,0,0,0,1
 Grand C-MAX,2015,8990,35000,60.1,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2013,6699,59122,57.7,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9351,59478,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,10499,34045,56.5,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,12195,8000,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2018,14999,19035,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,8749,77710,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,8599,54727,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,12450,10546,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2019,14450,7570,47.9,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,12250,20292,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,11700,20064,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2016,8750,36541,58.9,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2016,12295,36706,61.4,2.0,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,10995,28376,56.5,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2011,5485,73780,40.9,1.6,0,1,0,0,0,0,0,1
 Grand C-MAX,2014,7490,70000,57.7,1.6,0,1,0,1,0,0,0,0
 Grand C-MAX,2016,9975,30848,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2015,7999,64000,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2015,9100,22304,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2017,11700,19906,61.4,2.0,0,1,0,1,0,0,0,0
 Grand C-MAX,2011,7995,28000,48.7,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2011,5995,90000,48.7,2.0,1,0,0,1,0,0,0,0
 Grand C-MAX,2019,16995,7000,51.4,1.5,1,0,0,1,0,0,0,0
 Grand C-MAX,2017,11000,22235,64.2,1.5,0,1,0,1,0,0,0,0
 Grand C-MAX,2017,10500,38967,54.3,1.0,0,1,0,0,0,0,0,1
 Grand C-MAX,2018,14750,4850,47.1,1.0,0,1,0,0,0,0,0,1
 Mondeo,2019,20000,24,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,9995,30753,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2016,9998,38358,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2017,17498,14569,53.3,2.0,0,0,1,1,0,0,0,0
 Mondeo,2019,22998,7337,47.1,2.0,1,0,0,0,0,1,0,0
 Mondeo,2015,9998,55621,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,12498,25800,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,11400,51581,57.7,2.0,0,0,1,1,0,0,0,0
 Mondeo,2016,11298,66732,57.7,2.0,0,0,1,1,0,0,0,0
 Mondeo,2016,11998,29964,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,11498,59601,57.7,2.0,0,0,1,1,0,0,0,0
 Mondeo,2016,10698,64351,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9998,65249,57.7,2.0,0,0,1,1,0,0,0,0
 Mondeo,2015,9999,45971,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2018,13691,9055,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2017,12790,31959,48.7,1.5,0,1,0,0,0,0,0,1
 Mondeo,2017,13991,27492,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2015,9221,59292,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2018,13491,22976,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,12991,21188,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2018,13000,42678,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,14498,22628,38.2,2.0,1,0,0,0,0,0,0,1
 Mondeo,2018,15998,19872,44.8,1.5,1,0,0,0,0,0,0,1
 Mondeo,2019,17998,12584,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9491,60720,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2014,7381,58372,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,12151,28039,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,11588,20709,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2015,9140,53702,78.5,1.6,0,1,0,1,0,0,0,0
 Mondeo,2015,8600,50758,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,14995,21156,45.6,2.0,0,0,1,1,0,0,0,0
 Mondeo,2019,14995,23954,45.6,2.0,0,0,1,1,0,0,0,0
 Mondeo,2019,14795,33542,45.6,2.0,0,0,1,1,0,0,0,0
 Mondeo,2015,8795,62248,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2018,13790,26984,47.1,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,9998,51916,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2016,10799,59193,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,10547,35226,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9840,47219,67.3,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,12490,36139,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,12599,27776,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,12480,32140,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,11990,25490,67.3,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9850,60668,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2017,12890,65040,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,11591,29573,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,15822,13402,58.9,2.0,1,0,0,1,0,0,0,0
 Mondeo,2018,17122,20877,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,10260,22268,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2013,5491,75526,57.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,9498,74351,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2018,17365,8500,37.2,1.5,1,0,0,0,0,0,0,1
 Mondeo,2019,19800,22,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,23590,6378,49.6,2.0,1,0,0,1,0,0,0,0
 Mondeo,2017,11298,58827,48.7,1.5,0,1,0,0,0,0,0,1
 Mondeo,2016,12830,38118,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2015,10990,73197,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2013,7990,50083,57.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,12812,34241,43.5,1.5,1,0,0,0,0,0,0,1
 Mondeo,2015,8470,73991,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,11291,51139,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2018,17991,22071,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2017,18290,9641,56.5,2.0,1,0,0,0,0,1,0,0
 Mondeo,2015,8973,54803,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,12941,10599,48.7,1.5,0,1,0,0,0,0,0,1
 Mondeo,2017,11998,44456,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,11400,43998,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2014,7995,57025,44.1,1.6,0,1,0,0,0,0,0,1
 Mondeo,2015,10329,37114,48.7,1.5,0,1,0,0,0,0,0,1
 Mondeo,2015,7999,82094,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9970,54719,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2017,17080,27498,56.5,2.0,1,0,0,0,0,1,0,0
 Mondeo,2017,12950,30191,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2017,9598,59787,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2018,15498,25950,44.8,1.5,1,0,0,0,0,0,0,1
 Mondeo,2016,12995,42165,67.3,2.0,1,0,0,0,0,1,0,0
 Mondeo,2016,11998,37154,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2017,15800,26723,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2014,13302,25931,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,11495,58000,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,15991,33515,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,12791,29252,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,14998,23167,48.7,1.5,0,1,0,0,0,0,0,1
 Mondeo,2015,7130,79622,78.5,1.6,0,1,0,1,0,0,0,0
 Mondeo,2016,10650,31542,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,10350,18242,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2016,9930,40214,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2015,6491,68535,78.5,1.6,0,1,0,1,0,0,0,0
 Mondeo,2018,15290,10147,48.7,1.5,0,1,0,0,0,0,0,1
 Mondeo,2017,12530,37153,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9990,60639,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,12620,22736,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,22500,7058,47.1,2.0,1,0,0,0,0,1,0,0
 Mondeo,2015,9291,68560,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2017,13500,31499,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2014,7885,58000,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,10499,27381,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,13985,33036,45.6,2.0,0,0,1,1,0,0,0,0
 Mondeo,2019,13785,36180,45.6,2.0,0,0,1,1,0,0,0,0
 Mondeo,2019,14685,22505,45.6,2.0,0,0,1,1,0,0,0,0
 Mondeo,2016,7490,80085,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2019,19400,5753,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,9490,77368,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,10490,59204,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,10590,56663,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,13000,30765,43.5,1.5,1,0,0,0,0,0,0,1
 Mondeo,2017,17990,30000,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2016,11000,26906,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2016,15975,9396,67.3,2.0,1,0,0,0,1,0,0,0
 Mondeo,2016,14450,36875,38.7,2.0,1,0,0,0,0,0,0,1
 Mondeo,2019,20000,50,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,12950,30100,48.7,1.5,0,1,0,0,0,0,0,1
 Mondeo,2015,9625,69238,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,9022,60000,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2016,9199,49875,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2018,12999,37761,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2019,20000,14,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,20000,110,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,20000,23,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,10998,41160,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,20000,33,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,15700,10520,48.7,1.5,0,1,0,0,0,0,0,1
 Mondeo,2017,12999,37960,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,10350,67943,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,13090,6763,44.8,1.5,1,0,0,0,0,0,0,1
 Mondeo,2015,8450,70068,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9997,43747,67.3,2.0,0,1,0,1,0,0,0,0
 Mondeo,2014,5995,57304,65.7,1.6,0,1,0,1,0,0,0,0
 Mondeo,2019,23570,8042,49.6,2.0,1,0,0,1,0,0,0,0
 Mondeo,2017,14498,14790,44.8,1.5,1,0,0,0,0,0,0,1
 Mondeo,2016,10590,50438,58.9,2.0,1,0,0,1,0,0,0,0
 Mondeo,2019,20000,7,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,20000,27,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,15990,42611,37.2,2.0,1,0,0,0,0,0,0,1
 Mondeo,2016,10695,44298,74.3,1.5,0,1,0,1,0,0,0,0
 Mondeo,2016,13699,22914,47.9,1.5,0,1,0,0,0,0,0,1
 Mondeo,2017,12495,30911,74.3,1.5,0,1,0,1,0,0,0,0
 Mondeo,2017,10495,38633,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2017,12999,27500,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2016,11995,35437,68.9,2.0,0,1,0,1,0,0,0,0
 Mondeo,2013,8362,40100,61.4,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,14991,28996,38.2,2.0,1,0,0,0,0,0,0,1
 Mondeo,2015,7561,98438,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2017,17991,26376,52.3,2.0,1,0,0,1,0,0,0,0
 Mondeo,2015,10991,74511,56.5,2.0,0,0,1,1,0,0,0,0
 Mondeo,2018,15998,24705,44.8,1.5,1,0,0,0,0,0,0,1
 Mondeo,2019,22000,8865,58.9,2.0,1,0,0,1,0,0,0,0
 Mondeo,2018,15998,23872,43.5,1.5,1,0,0,0,0,0,0,1
 Mondeo,2016,12691,26905,58.9,2.0,0,0,1,1,0,0,0,0
 Mondeo,2017,13491,24223,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,17500,12450,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2018,12890,27856,47.1,2.0,0,1,0,1,0,0,0,0
 Mondeo,2019,19000,4675,62.8,2.0,0,1,0,1,0,0,0,0
 Mondeo,2018,16698,17765,43.5,1.5,1,0,0,0,0,0,0,1
 Mondeo,2019,19500,15,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,8470,73991,65.7,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9999,29729,78.5,1.5,0,1,0,1,0,0,0,0
 Mondeo,2017,10998,55764,67.3,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9599,75309,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2016,9999,77663,64.2,2.0,0,1,0,1,0,0,0,0
 Mondeo,2015,7210,79700,78.5,1.6,0,1,0,1,0,0,0,0
 Mondeo,2016,10550,70729,58.9,2.0,0,0,1,1,0,0,0,0
